Elapsed Time (ms), Alphabet, Pitch, Yaw, Roll,attentive
81478, X,357.2296,139.5336,355.0705,1
81494, X,357.2398,139.2168,355.1147,1
81511, X,357.2135,139.0613,355.1955,1
81526, X,357.1564,139.0172,355.2298,1
81540, X,357.0865,138.7766,355.3366,1
81554, X,357.0047,139.2012,355.347,1
81577, X,356.9066,140.1858,355.5268,1
81595, X,356.9396,141.0328,355.6474,1
81610, X,356.9686,142.0416,355.7585,1
81624, X,356.9903,143.6125,356.0247,1
81638, X,356.9846,144.814,356.1949,1
81661, X,356.8447,146.4132,356.2896,1
81678, X,356.7326,147.8736,356.3766,1
81694, X,356.6886,149.5299,356.4862,1
81707, X,356.6849,151.0438,356.5681,1
81721, X,356.6884,153.7494,356.6922,1
81745, X,356.6818,154.8577,356.619,1
81761, X,356.6192,155.8255,356.5933,1
81777, X,356.6049,156.8516,356.526,1
81790, X,356.6461,159.026,356.4435,1
81805, X,356.7681,159.8652,356.412,1
81828, X,356.8942,160.1116,356.3842,1
81844, X,357.0275,160.3634,356.3789,1
81860, X,357.1332,160.7415,356.3878,1
81874, X,357.3654,161.8614,356.3463,1
81888, X,357.5088,162.4092,356.3063,1
81912, X,357.7215,162.8004,356.2077,1
81928, X,357.8278,163.2045,356.1079,1
81944, X,357.8755,163.572,356.0421,1
81958, X,358.035,164.3976,355.939,1
81972, X,358.0616,164.7046,355.9018,1
81995, X,358.1276,164.8466,355.8438,1
82011, X,358.1572,165.0501,355.7703,1
82028, X,358.1437,165.2341,355.7369,1
82041, X,358.1543,165.4296,355.6843,1
82055, X,358.1487,165.8411,355.5854,1
82078, X,358.0796,165.8629,355.556,1
82094, X,358.0736,165.9695,355.5132,1
82111, X,358.0882,166.0641,355.4962,1
82125, X,358.1048,166.2159,355.451,1
82139, X,358.1435,166.5368,355.3575,1
82161, X,358.1547,166.7594,355.2847,1
82178, X,358.1942,166.9742,355.2482,1
82194, X,358.2,167.1742,355.2912,1
82208, X,358.2123,167.3059,355.2901,1
82222, X,358.2961,167.7991,355.2556,1
82244, X,358.2809,167.8462,355.2395,1
82261, X,358.2864,167.9512,355.2137,1
82277, X,358.2611,168.0294,355.1751,1
82292, X,358.2878,168.1224,355.1311,1
82306, X,358.2753,168.2723,355.1166,1
82328, X,358.1786,168.3074,355.1004,1
82344, G,358.1505,168.3526,355.088,1
82361, G,358.1837,168.4365,355.0725,1
82375, G,358.1491,168.4844,355.1162,1
82390, G,358.0959,168.6466,355.1378,1
82411, G,358.0087,168.715,355.1616,1
82428, G,357.9893,168.7615,355.1396,1
82445, G,357.9823,168.8471,355.1618,1
82459, G,357.9658,168.8945,355.2181,1
82473, G,357.9183,168.9782,355.2558,1
82494, G,357.8746,168.9729,355.2877,1
82511, G,357.8835,168.981,355.3077,1
82528, G,357.9055,169.0157,355.2895,1
82543, G,357.9321,169.0766,355.3017,1
82557, G,357.9877,169.1929,355.3134,1
82578, G,357.9672,169.2787,355.3529,1
82595, G,357.9535,169.3714,355.3712,1
82611, G,357.906,169.4042,355.431,1
82626, G,357.8668,169.4628,355.4858,1
82640, G,357.8111,169.5715,355.544,1
82654, G,357.7754,169.6204,355.5868,1
82678, G,357.7718,169.6317,355.6725,1
82695, G,357.788,169.6509,355.6975,1
82710, G,357.7588,169.7005,355.7284,1
82724, G,357.7799,169.7974,355.7829,1
82745, G,357.8245,169.8636,355.7894,1
82761, G,357.8375,169.8786,355.8304,1
82778, G,357.8424,169.9066,355.8161,1
82795, G,357.8156,169.9238,355.876,1
82807, G,357.8214,169.9283,355.8853,1
82821, G,357.776,169.9159,355.9648,1
82844, G,357.7162,169.8725,355.9929,1
82861, G,357.6752,169.8031,356.0075,1
82877, G,357.6551,169.6927,356.0318,1
82891, G,357.6155,169.5065,356.0807,1
82905, G,357.5816,169.3485,356.0844,1
82928, G,357.5488,169.1642,356.0162,1
82944, G,357.5272,169.0858,355.9581,1
82962, G,357.5267,168.9893,355.9833,1
82974, G,357.5265,168.9088,355.9384,1
82988, G,357.5048,168.7026,355.9834,1
83011, G,357.5388,168.5969,356.0807,1
83028, G,357.5862,168.5017,356.1508,1
83044, G,357.6066,168.4264,356.2314,1
83058, G,357.6039,168.3072,356.3503,1
83072, G,357.6448,168.2809,356.4021,1
83094, G,357.6463,168.3094,356.5421,1
83111, G,357.6534,168.2877,356.6465,1
83128, G,357.6524,168.2596,356.6979,1
83142, G,357.6758,168.2092,356.7675,1
83156, G,357.6847,168.1886,356.8964,1
83178, G,357.637,168.2327,357.0056,1
83194, G,357.6303,168.2132,357.0767,1
83211, G,357.603,168.2172,357.1346,1
83225, G,357.6194,168.1963,357.1839,1
83239, G,357.6414,168.1665,357.3117,1
83261, G,357.6334,168.0852,357.2649,1
83278, G,357.5524,168.0919,357.1829,1
83295, G,357.522,168.1595,357.0142,1
83308, G,357.5181,168.2384,356.9853,1
83323, G,357.5945,168.4091,356.9189,1
83344, G,357.6745,168.6271,356.9178,1
83361, G,357.6824,168.7749,356.9553,1
83378, G,357.7112,168.9568,357.0309,1
83392, G,357.716,169.1107,357.12,1
83406, G,357.8146,169.4198,357.1972,1
83427, G,357.8681,169.7084,357.215,1
83444, G,357.8634,169.9891,357.2269,1
83461, G,357.8472,170.2114,357.3176,1
83476, G,357.861,170.364,357.4724,1
83490, G,357.9196,170.632,357.6505,1
83511, G,357.971,170.6211,357.7692,1
83528, G,357.9776,170.6764,357.8075,1
83544, G,357.9348,170.8028,357.7013,1
83560, G,357.8758,170.9517,357.6,1
83573, G,357.8791,171.2243,357.5233,1
83595, G,358.0766,171.2497,357.7204,1
83611, G,358.2361,171.2757,357.8774,1
83628, G,358.3904,171.3019,357.9945,1
83643, G,358.5555,171.4118,358.0094,1
83657, G,358.7706,171.6659,358.0197,1
83671, G,358.7722,171.8002,357.9208,1
83694, G,358.7142,172.0123,357.6712,1
83711, G,358.67,172.1645,357.6823,1
83727, G,358.7195,172.3173,357.8035,1
83741, G,358.9072,172.627,357.8315,1
83755, G,359.0343,172.8104,357.8304,1
83778, G,359.1314,173.0829,357.7541,1
83795, G,359.1533,173.327,357.6989,1
83810, G,359.1906,173.5428,357.6953,1
83824, G,359.2397,173.923,357.6706,1
83838, G,359.2136,174.137,357.7478,1
83861, G,359.1779,174.3053,357.8582,1
83878, G,359.2247,174.484,357.9096,1
83895, G,359.2169,174.6521,357.9225,1
83907, G,359.2053,174.8284,357.8936,1
83922, G,359.1876,175.1509,357.9136,1
83944, G,359.0586,175.313,357.9312,1
83961, G,358.9599,175.4443,358.0004,1
83978, G,358.8676,175.6172,358.0735,1
83991, G,358.8301,175.7391,358.1332,1
84005, G,358.7937,175.9903,358.2191,1
84028, G,358.9185,176.0337,358.2769,1
84044, G,358.964,176.1261,358.255,1
84061, G,358.9336,176.2518,358.2525,1
84074, G,358.9166,176.3741,358.2357,1
84088, G,358.9156,176.5985,358.2675,1
84111, G,358.9826,176.6459,358.3516,1
84128, G,359.0632,176.7446,358.4453,1
84145, G,359.1615,176.8667,358.4524,1
84158, G,359.2511,176.9953,358.4341,1
84172, G,359.2874,177.3035,358.447,1
84194, G,359.2422,177.468,358.5317,1
84211, G,359.1972,177.605,358.6658,1
84228, G,359.208,177.7584,358.6894,1
84242, G,359.2445,177.968,358.6725,1
84255, G,359.3409,178.4323,358.607,1
84278, G,359.5761,178.9441,358.2184,1
84295, G,359.6504,179.472,357.8783,1
84312, G,359.7294,179.9947,357.6449,1
84326, G,359.8042,180.4382,357.6268,1
84340, G,359.9412,181.2472,357.5672,1
84361, Z,0.005005895,181.5824,357.8931,1
84377, Z,0.06269187,181.8935,358.1698,1
84394, Z,0.1563137,182.2129,358.416,1
84409, Z,0.3450077,182.4717,358.5453,1
84423, Z,0.6842408,183.0424,358.7418,1
84445, Z,0.9407632,183.2098,358.7355,1
84461, Z,1.143701,183.3805,358.6775,1
84478, Z,1.351467,183.4403,358.6582,1
84493, Z,1.417853,183.4883,358.7136,1
84506, Z,1.544014,183.7332,358.8267,1
84528, Z,1.46588,183.7103,358.8878,1
84544, Z,1.415928,183.6814,358.8811,1
84561, Z,1.277412,183.6435,358.8881,1
84577, Z,1.162721,183.5951,358.8608,1
84590, Z,1.049412,183.5017,358.763,1
84611, Z,0.9903098,183.4385,358.6692,1
84627, Z,0.9868184,183.4475,358.5896,1
84644, Z,1.044473,183.5207,358.4977,1
84661, Z,1.082598,183.7278,358.3942,1
84674, Z,1.10626,183.8941,358.2949,1
84694, Z,1.047947,184.2606,358.1698,1
84711, Z,0.987574,184.531,358.0416,1
84728, Z,0.9280209,184.8212,357.9986,1
84743, Z,0.8952851,185.1189,357.9859,1
84757, Z,0.9063401,185.6326,357.9518,1
84771, Z,1.042268,185.9948,358.0589,1
84795, Z,1.153969,186.371,358.207,1
84811, Z,1.113243,186.6115,358.3391,1
84827, Z,1.001804,186.7872,358.5306,1
84841, Z,0.9299219,187.1389,358.7854,1
84855, Z,1.005978,187.1638,358.9125,1
84878, Z,1.141029,187.1293,358.9739,1
84894, Z,1.137667,187.158,358.9794,1
84911, Z,1.082304,187.1566,358.9234,1
84927, Z,0.9265004,187.1744,358.834,1
84944, Z,0.7447068,187.2864,358.7859,1
84959, Z,0.6429332,187.3122,358.7198,1
84973, Z,0.5375839,187.4349,358.6485,1
84990, Z,0.4759537,187.5212,358.6128,1
85012, Z,0.3924544,187.5891,358.48,1
85028, Z,0.3366894,187.737,358.4227,1
85045, Z,0.2675245,187.8562,358.2906,1
85061, Z,0.3052018,188.0657,358.0596,1
85076, Z,0.3253679,188.2311,357.9006,1
85089, Z,0.3601366,188.5076,357.6331,1
85104, Z,0.3881463,188.663,357.4551,1
85128, Z,0.3425523,188.6442,357.0239,1
85145, Z,0.3797837,188.5486,356.6755,1
85161, Z,0.4574293,188.3814,356.4049,1
85174, Z,0.6202902,188.192,356.0023,1
85189, Z,0.7126487,188.0825,355.8634,1
85212, Z,0.753856,188.0379,355.9369,1
85228, Z,0.7400942,188.0626,355.92,1
85244, Z,0.6207654,188.1158,355.9267,1
85258, Z,0.5285155,188.137,355.8965,1
85272, Z,0.4303277,188.1319,355.8217,1
85295, Z,0.1927622,188.1465,355.9319,1
85312, Z,0.06741109,188.1348,355.9213,1
85328, Z,359.9928,188.1129,355.9158,1
85342, Z,359.9604,188.0914,355.8979,1
85356, Z,359.8628,188.0618,355.9149,1
85378, Z,359.8578,188.0496,355.9473,1
85395, Z,359.7903,188.0005,356.0382,1
85411, Z,359.7346,187.961,356.1069,1
85426, Z,359.6674,187.889,356.1468,1
85440, Z,359.5531,187.8242,356.2074,1
85461, Z,359.5278,187.6915,356.2078,1
85478, Z,359.4658,187.5316,356.2569,1
85494, Z,359.4372,187.3201,356.3467,1
85509, Z,359.4126,187.0979,356.4096,1
85523, Z,359.3408,186.7564,356.473,1
85545, Z,359.2556,186.4367,356.4696,1
85561, Z,359.1822,186.211,356.4722,1
85578, Z,359.1136,185.9487,356.522,1
85593, Z,359.0051,185.6873,356.5958,1
85607, Z,358.8333,185.1771,356.7602,1
85621, Z,358.7297,184.9547,356.8775,1
85645, Z,358.6716,184.6204,357.0736,1
85661, Z,358.6207,184.3571,357.161,1
85678, Z,358.6113,184.0605,357.2572,1
85690, Z,358.5263,183.8128,357.3415,1
85711, Z,358.4113,183.3155,357.5144,1
85728, Z,358.4041,183.0569,357.596,1
85745, Z,358.392,182.8308,357.6841,1
85760, Z,358.3444,182.6261,357.7734,1
85774, Z,358.2686,182.1622,357.9403,1
85788, Z,358.2543,182.1836,357.9138,1
85811, Z,358.1862,182.0038,358.0066,1
85828, Z,358.1436,181.8303,358.0653,1
85844, Z,358.092,181.6588,358.1414,1
85858, Z,358.0338,181.3354,358.2849,1
85872, Z,357.9878,181.2374,358.3397,1
85894, Z,357.9437,181.2952,358.3166,1
85912, Z,357.9541,181.3085,358.3679,1
85928, Z,357.9828,181.3459,358.4323,1
85943, Z,357.9582,181.4173,358.4688,1
85957, Z,357.9194,181.4397,358.5184,1
85978, Z,357.8994,181.5806,358.5045,1
85995, Z,357.8967,181.675,358.5179,1
86011, Z,357.9481,181.7551,358.5021,1
86026, Z,357.9822,181.834,358.51,1
86039, Z,358.0646,181.9894,358.5212,1
86061, Z,358.0403,182.0561,358.5235,1
86078, Z,358.047,182.1424,358.5185,1
86095, Z,358.0427,182.1825,358.4829,1
86108, Z,358.0486,182.2273,358.4902,1
86122, Z,358.0516,182.3013,358.4919,1
86145, Z,358.0167,182.2967,358.5212,1
86162, Z,358.0499,182.2919,358.5065,1
86178, Z,358.0179,182.3013,358.4363,1
86192, Z,358.0023,182.3177,358.4017,1
86206, Z,358.0038,182.3152,358.4044,1
86228, Z,358.0064,182.2788,358.4137,1
86245, Z,358.0081,182.253,358.3894,1
86262, Z,358.0168,182.222,358.3739,1
86276, Z,358.0128,182.1991,358.3631,1
86289, Z,358.0045,182.1663,358.3368,1
86311, Z,358.0179,182.1704,358.337,1
86328, Z,358.037,182.1431,358.3402,1
86345, Z,358.0585,182.1494,358.3258,1
86359, M,358.0832,182.174,358.2883,1
86372, M,358.1112,182.1636,358.2593,1
86395, M,358.1086,182.1959,358.2589,1
86412, M,358.1181,182.1916,358.2514,1
86428, M,358.1153,182.1988,358.2439,1
86442, M,358.1269,182.1902,358.2305,1
86456, M,358.1433,182.1781,358.2288,1
86478, M,358.1392,182.1478,358.2339,1
86495, M,358.1416,182.1385,358.2154,1
86511, M,358.1437,182.1268,358.2153,1
86526, M,358.1435,182.107,358.2142,1
86540, M,358.149,182.0741,358.2203,1
86561, M,358.1614,182.0505,358.2283,1
86578, M,358.194,182.0414,358.2424,1
86594, M,358.1865,182.027,358.2588,1
86609, M,358.1995,182.0043,358.2778,1
86623, M,358.2112,181.9872,358.3212,1
86645, M,358.1941,181.9582,358.3197,1
86661, M,358.1549,181.9155,358.3234,1
86678, M,358.1117,181.8681,358.3239,1
86693, M,358.0914,181.8382,358.2957,1
86707, M,358.0613,181.8022,358.2852,1
86728, M,358.0985,181.7977,358.3577,1
86745, M,358.1247,181.7899,358.3414,1
86761, M,358.1393,181.787,358.317,1
86777, M,358.1515,181.8077,358.3048,1
86791, M,358.1727,181.8453,358.2746,1
86811, M,358.1916,181.9648,358.2361,1
86828, M,358.2176,182.1041,358.1967,1
86844, M,358.1858,182.2852,358.1681,1
86862, M,358.1457,182.5566,358.0877,1
86874, M,358.1205,182.8615,358.0746,1
86895, M,358.0645,183.6258,357.9592,1
86911, M,358.0055,184.2207,357.9092,1
86928, M,357.9086,185.0349,357.872,1
86944, M,357.8256,185.9702,357.8806,1
86957, M,357.753,186.9388,357.9299,1
86978, M,357.5285,189.008,357.916,1
86995, M,357.419,190.4681,357.9647,1
87011, M,357.3259,192.0944,358.006,1
87028, M,357.3133,193.7631,358.034,1
87041, M,357.3323,195.2522,358.0256,1
87055, M,357.2747,198.0632,358.0546,1
87078, M,357.3284,199.6727,358.0348,1
87094, M,357.3371,201.2087,358.009,1
87111, M,357.4035,202.6414,357.9378,1
87124, M,357.5095,203.9566,357.9007,1
87138, M,357.7323,206.4453,357.9051,1
87161, M,357.9318,207.0924,357.8629,1
87178, M,358.0091,207.7597,357.8133,1
87195, M,358.0052,208.3325,357.7187,1
87208, M,358.003,208.9715,357.6322,1
87222, M,358.0091,210.3354,357.4696,1
87244, M,358.0566,210.5517,357.3008,1
87261, M,358.1115,210.8454,357.2287,1
87278, M,358.1148,211.063,357.2006,1
87291, M,358.0556,211.431,357.1312,1
87305, M,357.9968,212.302,357.0125,1
87328, M,357.9464,212.6761,356.9467,1
87345, M,358.0246,212.9064,356.9271,1
87361, M,358.1175,213.0312,356.8816,1
87375, M,358.1543,213.232,356.8482,1
87389, M,358.2033,213.644,356.7928,1
87411, M,358.1706,213.7542,356.7109,1
87428, M,358.188,213.8591,356.6157,1
87445, M,358.2643,213.8716,356.5396,1
87459, M,358.3681,213.884,356.4684,1
87473, M,358.4943,214.0249,356.2736,1
87495, M,358.4383,213.9643,356.252,1
87511, M,358.4179,213.9459,356.1988,1
87528, M,358.4262,213.8712,356.1628,1
87543, M,358.4989,213.7068,356.0868,1
87556, M,358.5463,213.4011,355.9393,1
87578, M,358.5319,212.7846,355.8861,1
87595, M,358.4396,212.1389,355.7873,1
87611, M,358.2371,211.3326,355.5909,1
87626, M,358.0605,210.2326,355.3996,1
87640, M,357.7571,208.3512,355.0764,1
87661, M,357.5978,206.3177,354.8608,1
87678, M,357.5377,204.5279,354.673,1
87695, M,357.5049,202.8633,354.5443,1
87710, M,357.4153,201.2596,354.4051,1
87723, M,357.2305,198.2457,354.0875,1
87745, M,357.1374,196.7071,353.9634,1
87762, M,356.9856,195.4687,353.8844,1
87778, M,356.8029,194.4549,353.879,1
87795, M,356.6842,193.5725,353.9101,1
87807, M,356.5999,192.7532,353.9404,1
87828, M,356.5451,191.1285,353.9755,1
87844, M,356.581,190.5394,354.0056,1
87861, M,356.6353,189.9976,354.0934,1
87877, M,356.6626,189.4343,354.1309,1
87890, M,356.6539,188.2366,354.0746,1
87911, M,356.5981,187.9407,353.9986,1
87928, M,356.5727,187.5594,353.9944,1
87945, M,356.5371,187.1416,353.9981,1
87960, M,356.5234,186.7472,354.0254,1
87974, M,356.4466,185.8862,354.0704,1
87988, M,356.3964,185.5582,354.1086,1
88012, M,356.3976,185.4452,354.0923,1
88028, M,356.3696,185.2933,354.085,1
88044, M,356.4047,185.157,354.0956,1
88058, M,356.4052,184.7407,354.1249,1
88072, M,356.3924,184.544,354.188,1
88095, M,356.4507,184.3962,354.2111,1
88111, M,356.5154,184.2063,354.2518,1
88128, M,356.5353,184.0672,354.2773,1
88143, M,356.6088,183.7454,354.3608,1
88157, M,356.6388,183.6267,354.4139,1
88178, M,356.6285,183.473,354.4868,1
88195, M,356.66,183.2926,354.4989,1
88212, M,356.6972,183.0998,354.5451,1
88225, M,356.7296,182.9067,354.5685,1
88239, M,356.8078,182.5584,354.6137,1
88262, M,356.8135,182.3932,354.6006,1
88278, M,356.8147,182.233,354.5963,1
88295, M,356.8618,182.0682,354.6031,1
88308, M,356.877,181.92,354.6036,1
88322, M,356.9338,181.5729,354.6116,1
88345, M,356.9314,181.4028,354.5833,1
88361, G,356.9438,181.2405,354.5914,1
88378, G,356.9345,181.0988,354.5954,1
88392, G,356.9346,180.9721,354.595,1
88405, G,356.9381,180.6997,354.622,1
88428, G,356.9894,180.6459,354.6212,1
88444, G,357.0292,180.5367,354.6534,1
88461, G,357.062,180.453,354.6757,1
88475, G,357.0731,180.3954,354.7033,1
88489, G,357.0768,180.1866,354.7788,1
88511, G,357.0773,180.1325,354.8203,1
88528, G,357.0764,180.0717,354.807,1
88545, G,357.1158,180.0055,354.7916,1
88559, G,357.1401,179.9567,354.8524,1
88573, G,357.1917,179.8104,354.8909,1
88594, G,357.2022,179.7169,354.9112,1
88611, G,357.2088,179.6658,354.9648,1
88628, G,357.2159,179.5775,354.9724,1
88642, G,357.2622,179.498,354.9842,1
88656, G,357.3335,179.348,355.0158,1
88678, G,357.3356,179.2501,355.0606,1
88694, G,357.3446,179.1706,355.0357,1
88711, G,357.3252,179.0756,355.0544,1
88726, G,357.3265,178.997,355.0807,1
88739, G,357.3188,178.8102,355.1171,1
88761, G,357.2922,178.744,355.1241,1
88778, G,357.2743,178.6272,355.1581,1
88795, G,357.2261,178.5129,355.1758,1
88809, G,357.1858,178.4148,355.1658,1
88823, G,357.145,178.2159,355.1896,1
88844, G,357.1545,178.1268,355.2354,1
88861, G,357.1312,177.9813,355.2486,1
88878, G,357.1021,177.8696,355.2605,1
88893, G,357.0862,177.731,355.2968,1
88907, G,357.0414,177.4497,355.325,1
88928, G,357.0188,177.2853,355.3102,1
88945, G,357.0195,177.1231,355.3099,1
88961, G,357.0085,176.9636,355.3336,1
88976, G,357.028,176.8094,355.3463,1
88990, G,357.0279,176.5193,355.3663,1
89011, G,357.0484,176.384,355.4055,1
89028, G,357.0292,176.2092,355.399,1
89045, G,357.019,176.0577,355.4202,1
89060, G,357.0437,175.9054,355.4008,1
89074, G,357.0456,175.6012,355.4402,1
89095, G,357.0557,175.48,355.4319,1
89111, G,357.0216,175.332,355.4383,1
89128, G,357.015,175.1961,355.4625,1
89144, G,356.9869,175.0628,355.4891,1
89157, G,356.9686,174.7716,355.5189,1
89171, G,356.9893,174.6752,355.5341,1
89195, G,356.966,174.5291,355.5747,1
89212, G,356.9824,174.3407,355.6082,1
89227, G,356.9778,174.1425,355.6296,1
89240, G,356.9769,173.8273,355.6699,1
89255, G,357.0148,173.6522,355.647,1
89278, G,356.9975,173.4516,355.6732,1
89295, G,356.9976,173.2576,355.6937,1
89311, G,357.0128,173.0796,355.7115,1
89324, G,357.0516,172.7185,355.713,1
89338, G,357.0614,172.5671,355.7429,1
89361, G,357.0628,172.4059,355.7619,1
89378, G,357.0746,172.2279,355.7738,1
89394, G,357.0565,172.0982,355.7843,1
89408, G,357.1009,171.9651,355.8275,1
89422, G,357.1147,171.661,355.8666,1
89445, G,357.0892,171.5194,355.8963,1
89462, G,357.0687,171.4205,355.8908,1
89477, G,357.0915,171.3398,355.8464,1
89491, G,357.1046,171.1123,355.8912,1
89505, G,357.1353,171.0281,355.9123,1
89528, G,357.1532,170.9492,355.8948,1
89544, G,357.1671,170.9034,355.8839,1
89562, G,357.2018,170.9045,355.8819,1
89574, G,357.2004,170.8999,355.8702,1
89588, G,357.2502,170.8411,355.8553,1
89611, G,357.2467,170.8466,355.9082,1
89628, G,357.2447,170.8992,355.9118,1
89645, G,357.2662,170.9256,355.9129,1
89658, G,357.261,170.9426,355.912,1
89672, G,357.2733,171.0079,355.9305,1
89694, G,357.284,171.1146,355.9189,1
89712, G,357.2953,171.1816,355.9314,1
89728, G,357.2878,171.2046,355.9421,1
89742, G,357.2987,171.2807,355.8926,1
89756, G,357.2797,171.3615,355.8735,1
89778, G,357.3076,171.4272,355.8604,1
89795, G,357.3255,171.4347,355.8543,1
89812, G,357.3196,171.5209,355.8156,1
89825, G,357.3241,171.5836,355.8269,1
89839, G,357.3733,171.7441,355.8064,1
89861, G,357.3397,171.846,355.7833,1
89878, G,357.3413,171.9381,355.7601,1
89895, G,357.3399,172.0355,355.7673,1
89909, G,357.3773,172.1492,355.745,1
89923, G,357.3895,172.3564,355.7133,1
89945, G,357.4063,172.4855,355.6969,1
89962, G,357.4139,172.6266,355.672,1
89978, G,357.4023,172.7909,355.6701,1
89992, G,357.3889,172.9455,355.6633,1
90006, G,357.3977,173.2897,355.6531,1
90028, G,357.3873,173.4646,355.6379,1
90045, G,357.4098,173.6182,355.6263,1
90061, G,357.3972,173.7881,355.6136,1
90076, G,357.4019,173.9362,355.6029,1
90090, G,357.4124,174.2567,355.5442,1
90111, G,357.3633,174.4341,355.5324,1
90128, G,357.3651,174.6568,355.5103,1
90145, G,357.3745,174.8548,355.4691,1
90160, G,357.3721,175.0415,355.4636,1
90173, G,357.3788,175.4289,355.4049,1
90195, G,357.3534,175.6123,355.4101,1
90212, G,357.342,175.8123,355.3835,1
90228, G,357.3262,175.9676,355.3837,1
90243, G,357.2882,176.1423,355.3802,1
90257, G,357.2966,176.5,355.32,1
90278, G,357.2846,176.6525,355.3424,1
90294, G,357.2802,176.8287,355.3133,1
90312, G,357.2708,177.0176,355.2964,1
90327, G,357.2788,177.1561,355.3003,1
90341, G,357.2881,177.4656,355.2738,1
90355, G,357.2732,177.5627,355.2499,1
90378, T,357.2742,177.6621,355.2443,1
90394, T,357.2818,177.752,355.2486,1
90410, T,357.2755,177.8702,355.1725,1
90424, T,357.2662,178.1067,355.0767,1
90438, T,357.2277,178.2055,355.0639,1
90461, T,357.2645,178.2853,355.0657,1
90478, T,357.2671,178.3813,355.0269,1
90495, T,357.2574,178.4857,354.9806,1
90511, T,357.2646,178.7199,354.9173,1
90527, T,357.2715,178.8153,354.8676,1
90540, T,357.3037,179.0587,354.7781,1
90558, T,357.3245,179.1745,354.7261,1
90579, T,357.3074,179.3049,354.7107,1
90596, T,357.2853,179.4307,354.7055,1
90612, T,357.258,179.5159,354.6922,1
90628, T,357.2483,179.6163,354.6718,1
90645, T,357.2566,179.7185,354.6396,1
90659, T,357.2205,179.8132,354.6384,1
90673, T,357.19,179.9901,354.6256,1
90695, T,357.1581,180.0755,354.5675,1
90712, T,357.1399,180.1625,354.5264,1
90729, T,357.1378,180.2632,354.531,1
90744, T,357.1186,180.3637,354.5219,1
90757, T,357.0923,180.5265,354.4541,1
90772, T,357.0878,180.601,354.4519,1
90795, T,357.1066,180.6572,354.4439,1
90814, T,357.1161,180.7317,354.4116,1
90828, T,357.1453,180.8591,354.3723,1
90842, T,357.1693,180.878,354.3689,1
90863, T,357.1484,180.9164,354.3428,1
90881, T,357.1425,180.9222,354.3376,1
90897, T,357.1522,180.9319,354.3272,1
90911, T,357.1664,180.9208,354.3073,1
90925, T,357.1667,180.9272,354.257,1
90947, T,357.157,180.8971,354.2472,1
90964, T,357.1658,180.882,354.2793,1
90980, T,357.1545,180.8276,354.317,1
90995, T,357.1524,180.7981,354.3077,1
91009, T,357.1526,180.7315,354.2907,1
91023, T,357.1595,180.6875,354.3266,1
91046, T,357.1526,180.6542,354.3278,1
91064, T,357.1615,180.6378,354.3374,1
91079, T,357.1749,180.6159,354.3611,1
91093, T,357.1397,180.5737,354.4531,1
91114, T,357.137,180.5435,354.4886,1
91131, T,357.133,180.5224,354.5311,1
91146, T,357.1386,180.5013,354.5341,1
91162, T,357.1251,180.4619,354.5287,1
91176, T,357.12,180.4061,354.5531,1
91197, T,357.1313,180.3795,354.5491,1
91213, T,357.1493,180.3562,354.55,1
91230, T,357.0956,180.3296,354.5438,1
91246, T,357.1093,180.3194,354.5556,1
91260, T,357.09,180.2784,354.5617,1
91274, T,357.0768,180.2795,354.5318,1
91297, T,357.0825,180.3104,354.5583,1
91313, T,357.0948,180.329,354.5795,1
91330, T,357.0879,180.3629,354.5947,1
91343, T,357.0726,180.4006,354.5947,1
91357, T,357.0604,180.4857,354.587,1
91380, T,357.0545,180.5277,354.5995,1
91397, T,357.0576,180.5417,354.586,1
91413, T,357.0878,180.5708,354.5529,1
91426, T,357.0775,180.6496,354.5491,1
91441, T,357.0821,180.7071,354.5425,1
91464, T,357.0815,180.8115,354.5225,1
91481, T,357.0876,180.917,354.5299,1
91496, T,357.1035,181.0058,354.545,1
91510, T,357.0908,181.1901,354.5666,1
91524, T,357.0854,181.3122,354.5793,1
91547, T,357.0501,181.4737,354.6036,1
91564, T,357.0187,181.5762,354.6015,1
91580, T,357.0137,181.6786,354.6127,1
91594, T,356.953,181.8806,354.6045,1
91608, T,356.911,181.9644,354.6193,1
91630, T,356.8521,182.0608,354.5902,1
91647, T,356.7545,182.1423,354.5896,1
91664, T,356.6671,182.2275,354.6048,1
91678, T,356.5114,182.3759,354.6023,1
91692, T,356.4518,182.4631,354.5793,1
91714, T,356.3853,182.4948,354.5919,1
91730, T,356.3355,182.5401,354.5789,1
91747, T,356.3111,182.5481,354.5427,1
91761, T,356.2595,182.5692,354.5362,1
91775, T,356.1678,182.6164,354.5109,1
91797, T,356.1797,182.5286,354.5064,1
91814, T,356.1731,182.4751,354.4951,1
91830, T,356.1496,182.4195,354.497,1
91844, T,356.1396,182.3713,354.4893,1
91858, T,356.1131,182.3022,354.4732,1
91880, T,356.1074,182.2131,354.4911,1
91897, T,356.123,182.1734,354.4684,1
91914, T,356.1001,182.133,354.4882,1
91928, T,356.0854,182.0395,354.5096,1
91942, T,356.0499,181.9633,354.5055,1
91964, T,356.0624,181.9023,354.5295,1
91981, T,356.0803,181.8433,354.5211,1
91998, T,356.0594,181.7637,354.5339,1
92011, T,356.0566,181.6123,354.568,1
92026, T,356.0476,181.5491,354.5746,1
92047, T,356.0457,181.4688,354.5874,1
