Elapsed Time (ms),Response Time (ms),Alphabet,Correct,Error Type,Pitch,Yaw,Roll,std_pitch,var_pitch,mean_pitch,mode_pitch,median_pitch,std_yaw,var_yaw,mean_yaw,mode_yaw,median_yaw,std_roll,var_roll,mean_roll,mode_roll,median_roll,Attentive
1146669,1950,H,Yes,None,201,2,178,11.55,133.29,194.83,211.0,193.0,165.63,27433.69,112.08,2.0,2.0,1.44,2.07,177.35,178.0,177.0,1
1148352,1616,B,Yes,None,183,358,181,9.98,99.7,197.68,201.0,200.0,150.7,22711.57,83.57,2.0,2.0,1.46,2.14,177.29,178.0,177.0,1
1150752,2000,V,No,Omission,179,355,182,10.62,112.72,194.9,201.0,197.0,169.95,28883.51,125.11,3.0,3.0,1.83,3.36,177.78,178.0,178.0,0
1150886,133,x,No,Commission,178,355,182,10.93,119.4,194.63,201.0,197.0,169.51,28732.57,124.2,3.0,3.0,1.95,3.81,177.92,178.0,178.0,0
1153815,1046,E,Yes,None,183,349,179,12.41,154.12,187.49,179.0,181.0,153.8,23653.82,263.74,355.0,355.0,2.56,6.57,179.16,182.0,179.0,1
1155569,783,C,Yes,None,184,355,179,2.69,7.22,181.42,179.0,182.0,4.49,20.17,352.2,355.0,354.0,1.3,1.68,180.23,179.0,180.0,1
1157686,883,M,Yes,None,182,358,177,1.41,1.98,183.04,183.0,183.0,87.88,7722.54,329.09,358.0,352.0,1.32,1.74,178.4,179.0,179.0,1
1160818,2000,x,Yes,None,182,6,176,0.73,0.54,182.35,183.0,183.0,168.16,28276.71,230.94,358.0,350.0,0.82,0.67,177.16,177.0,177.0,1
1161438,620,B,Yes,None,182,7,176,0.7,0.48,182.23,182.0,182.0,175.09,30656.18,187.36,358.0,346.0,0.78,0.6,176.89,177.0,177.0,1
1163282,460,D,Yes,None,181,0,178,0.62,0.39,182.22,182.0,182.0,144.25,20808.61,82.03,5.0,6.0,0.8,0.64,176.98,177.0,177.0,1
1165338,516,P,Yes,None,181,1,177,1.52,2.32,181.1,182.0,182.0,166.58,27748.87,138.73,5.0,7.0,0.94,0.89,176.42,177.0,176.0,1
1167121,289,M,Yes,None,182,2,178,1.43,2.04,181.0,182.0,182.0,167.58,28083.77,136.91,2.0,5.0,1.12,1.25,177.03,178.0,177.0,1
1170838,2000,X,Yes,None,174,359,177,2.05,4.19,179.91,182.0,180.0,165.42,27365.23,148.37,3.0,29.0,1.72,2.96,176.85,178.0,177.0,1
1171482,644,F,Yes,None,178,5,178,2.26,5.11,179.17,182.0,179.0,168.44,28372.25,170.79,2.0,34.0,1.71,2.92,176.82,178.0,177.0,1
1174865,2000,x,Yes,None,162,309,173,7.06,49.79,174.57,178.0,178.0,154.14,23760.35,245.78,359.0,320.0,2.77,7.66,175.98,178.0,177.0,1
1175617,752,C,Yes,None,178,355,175,6.92,47.84,173.22,178.0,177.0,152.32,23201.95,242.87,359.0,315.0,3.06,9.35,175.43,178.0,176.0,1
1177371,500,E,Yes,None,178,360,180,7.21,51.99,173.76,179.0,178.0,141.23,19945.9,266.8,359.0,331.0,3.27,10.71,175.67,179.0,177.0,1
1179304,432,L,Yes,None,182,1,177,5.98,35.72,174.66,179.0,177.0,139.73,19524.49,277.93,357.0,357.0,2.66,7.05,176.39,179.0,177.0,1
1180922,33,J,Yes,None,179,356,176,3.53,12.45,178.6,178.0,178.0,176.37,31106.12,204.41,357.0,357.0,1.35,1.82,177.52,177.0,177.0,1
1184188,1287,N,Yes,None,174,358,177,4.19,17.55,177.12,177.0,177.0,173.6,30138.61,200.45,3.0,344.0,0.87,0.76,175.93,175.0,176.0,1
1186905,2000,x,Yes,None,175,359,176,1.38,1.9,174.24,174.0,174.0,136.34,18589.55,292.93,358.0,358.0,0.81,0.65,176.37,177.0,177.0,1
1188921,2000,X,Yes,None,177,1,176,1.29,1.66,175.32,174.0,175.0,171.24,29323.85,221.37,358.0,358.0,0.7,0.49,176.39,177.0,177.0,1
1189455,533,D,Yes,None,177,1,176,1.3,1.68,175.64,175.0,175.0,176.29,31078.71,183.84,358.0,358.0,0.69,0.48,176.35,177.0,176.0,1
1191641,715,a,Yes,None,177,0,176,0.73,0.54,176.75,177.0,177.0,106.95,11437.59,38.95,0.0,1.0,0.39,0.15,175.91,176.0,176.0,1
1193419,483,V,Yes,None,177,0,176,0.27,0.07,176.92,177.0,177.0,123.7,15302.54,49.62,0.0,0.0,0.13,0.02,175.98,176.0,176.0,1
1195233,280,L,Yes,None,177,0,176,0.0,0.0,177.0,177.0,177.0,177.13,31375.63,146.4,0.0,0.0,0.0,0.0,176.0,176.0,176.0,1
1197280,311,I,Yes,None,177,360,176,0.0,0.0,177.0,177.0,177.0,170.82,29179.51,237.6,360.0,360.0,0.0,0.0,176.0,176.0,176.0,1
1199369,383,D,Yes,None,177,0,176,0.0,0.0,177.0,177.0,177.0,126.18,15922.29,308.57,360.0,360.0,0.0,0.0,176.0,176.0,176.0,1
1201353,355,X,No,Commission,177,360,176,0.0,0.0,177.0,177.0,177.0,176.15,31028.87,218.4,360.0,360.0,0.0,0.0,176.0,176.0,176.0,0
1205003,2000,x,Yes,None,177,330,169,1.32,1.73,178.18,177.0,178.0,115.58,13357.59,63.75,0.0,26.0,2.57,6.61,176.97,176.0,176.0,1
1207020,2000,N,No,Omission,178,240,168,3.42,11.67,180.28,179.0,179.0,118.37,14011.74,131.92,39.0,45.0,7.94,63.06,171.67,179.0,174.0,0
1209030,2000,b,No,Omission,176,1,178,4.43,19.67,179.69,179.0,179.0,131.79,17368.24,178.67,3.0,229.0,7.44,55.35,171.1,176.0,175.0,0
1209253,222,S,Yes,None,181,358,177,4.44,19.76,179.68,179.0,179.0,133.03,17696.52,183.6,3.0,231.0,7.42,55.05,171.08,176.0,175.0,1
1211504,469,C,Yes,None,177,2,176,3.21,10.32,179.04,179.0,179.0,155.95,24319.59,141.44,2.0,12.5,4.72,22.24,174.77,176.0,176.0,1
1213437,399,U,Yes,None,179,358,175,3.03,9.17,177.41,179.0,178.0,176.39,31114.68,169.44,357.0,15.0,1.42,2.03,175.75,177.0,176.0,1
1215571,516,K,Yes,None,179,359,174,2.16,4.67,177.41,179.0,179.0,137.06,18785.44,294.23,359.0,358.0,1.19,1.41,174.98,174.0,175.0,1
1217603,539,M,Yes,None,179,359,175,1.12,1.25,178.62,179.0,179.0,0.79,0.62,358.31,359.0,358.0,0.49,0.24,174.41,174.0,174.0,1
1219569,501,N,Yes,None,179,359,174,0.23,0.05,179.06,179.0,179.0,0.49,0.24,358.61,359.0,359.0,0.48,0.23,174.35,174.0,174.0,1
1223088,2000,X,Yes,None,179,8,176,0.0,0.0,179.0,179.0,179.0,53.69,2882.92,350.62,359.0,359.0,0.46,0.21,174.24,174.0,174.0,1
1223604,516,M,Yes,None,180,17,176,0.3,0.09,179.1,179.0,179.0,115.59,13362.08,314.96,359.0,359.0,0.7,0.49,174.42,174.0,174.0,1
1227115,2000,W,No,Omission,183,7,178,3.6,12.96,179.5,179.0,179.0,116.66,13608.64,115.46,359.0,84.0,5.05,25.53,181.24,175.0,182.0,0
1227388,273,F,Yes,None,183,359,176,3.68,13.53,179.7,179.0,179.0,104.72,10965.61,98.03,359.0,78.0,4.95,24.46,181.35,176.0,182.0,1
1229384,263,X,No,Commission,180,359,177,3.8,14.41,180.58,183.0,181.0,135.86,18458.37,141.83,1.0,98.0,4.54,20.62,181.44,178.0,179.0,0
1233137,2000,x,Yes,None,180,1,176,0.89,0.79,179.76,180.0,180.0,146.27,21396.24,75.43,0.0,0.0,0.98,0.96,176.08,176.0,176.0,1
1233570,433,I,Yes,None,180,1,176,0.75,0.57,179.73,180.0,180.0,119.48,14275.31,45.57,0.0,0.0,0.63,0.39,175.87,176.0,176.0,1
1235900,751,J,Yes,None,179,359,176,0.49,0.24,179.73,180.0,180.0,150.27,22580.22,81.35,0.0,0.0,0.22,0.05,175.95,176.0,176.0,1
1238267,1113,Y,Yes,None,184,0,178,1.95,3.78,180.53,180.0,180.0,179.1,32076.08,166.32,1.0,1.0,0.74,0.55,176.39,176.0,176.0,1
1239904,749,S,Yes,None,182,0,177,2.2,4.82,181.58,179.0,182.0,178.36,31813.8,157.09,0.0,1.0,0.78,0.61,176.78,176.0,177.0,1
1241734,563,V,Yes,None,180,1,176,1.48,2.18,182.26,184.0,182.0,93.71,8782.24,26.83,1.0,1.0,0.72,0.52,176.92,177.0,177.0,1
1244197,1016,M,Yes,None,179,1,176,1.39,1.94,180.24,181.0,180.0,0.38,0.14,0.83,1.0,1.0,0.45,0.2,176.28,176.0,176.0,1
1247051,1864,W,Yes,None,178,1,176,0.66,0.43,178.51,178.0,178.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,176.0,176.0,176.0,1
1248270,1082,B,Yes,None,178,0,176,0.44,0.2,178.27,178.0,178.0,0.35,0.12,0.86,1.0,1.0,0.0,0.0,176.0,176.0,176.0,1
1250206,1000,A,Yes,None,175,1,176,1.33,1.77,177.28,178.0,178.0,54.32,2950.98,9.15,1.0,1.0,0.5,0.25,175.97,176.0,176.0,1
1252200,985,W,Yes,None,175,1,176,1.67,2.78,175.91,178.0,175.0,54.41,2960.45,9.19,1.0,1.0,0.61,0.37,175.91,176.0,176.0,1
1254883,1666,R,Yes,None,175,0,176,0.39,0.15,174.81,175.0,175.0,0.31,0.09,1.02,1.0,1.0,0.62,0.38,175.72,176.0,176.0,1
1257229,2000,x,Yes,None,176,1,175,0.47,0.22,175.32,175.0,175.0,0.45,0.2,0.72,1.0,1.0,0.46,0.22,175.31,175.0,175.0,1
1259235,2000,X,Yes,None,176,1,175,0.46,0.21,175.7,176.0,176.0,0.45,0.2,0.72,1.0,1.0,0.4,0.16,175.19,175.0,175.0,1
1260718,1483,U,Yes,None,176,1,175,0.22,0.05,175.95,176.0,176.0,0.41,0.17,0.78,1.0,1.0,0.0,0.0,175.0,175.0,175.0,1
1262868,1616,Y,Yes,None,175,1,175,0.3,0.09,175.9,176.0,176.0,0.13,0.02,0.98,1.0,1.0,0.0,0.0,175.0,175.0,175.0,1
1264719,1467,P,Yes,None,176,1,175,0.49,0.24,175.62,176.0,176.0,0.13,0.02,0.98,1.0,1.0,0.0,0.0,175.0,175.0,175.0,1
1266569,1299,G,Yes,None,176,1,175,0.47,0.22,175.67,176.0,176.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,175.0,175.0,175.0,1
1268130,849,I,Yes,None,176,1,175,0.5,0.25,175.56,176.0,176.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,175.0,175.0,175.0,1
1271302,2000,X,Yes,None,176,1,175,0.47,0.22,175.68,176.0,176.0,0.38,0.15,0.82,1.0,1.0,0.0,0.0,175.0,175.0,175.0,1
1272136,833,E,Yes,None,176,1,175,0.41,0.16,175.79,176.0,176.0,0.38,0.15,0.82,1.0,1.0,0.0,0.0,175.0,175.0,175.0,1
1274586,1266,Z,Yes,None,176,1,175,0.0,0.0,176.0,176.0,176.0,0.29,0.08,0.91,1.0,1.0,0.0,0.0,175.0,175.0,175.0,1
1277332,2000,x,Yes,None,176,1,175,0.0,0.0,176.0,176.0,176.0,0.44,0.19,0.74,1.0,1.0,0.0,0.0,175.0,175.0,175.0,1
1278138,805,D,Yes,None,175,1,175,0.22,0.05,175.95,176.0,176.0,0.45,0.21,0.71,1.0,1.0,0.0,0.0,175.0,175.0,175.0,1
1281338,2000,P,No,Omission,175,0,175,0.46,0.22,175.69,176.0,176.0,0.5,0.25,0.48,0.0,0.0,0.0,0.0,175.0,175.0,175.0,0
1281370,31,T,Yes,None,175,0,175,0.47,0.22,175.68,176.0,176.0,0.5,0.25,0.48,0.0,0.0,0.0,0.0,175.0,175.0,175.0,1
1285365,2000,X,Yes,None,176,0,175,0.29,0.08,175.91,176.0,176.0,0.49,0.24,0.39,0.0,0.0,0.0,0.0,175.0,175.0,175.0,1
1287371,2000,x,Yes,None,176,0,175,0.0,0.0,176.0,176.0,176.0,0.5,0.25,0.5,0.0,0.0,0.0,0.0,175.0,175.0,175.0,1
1288004,633,J,Yes,None,176,0,175,0.0,0.0,176.0,176.0,176.0,0.5,0.25,0.45,0.0,0.0,0.0,0.0,175.0,175.0,175.0,1
1291388,2000,x,Yes,None,176,0,175,0.0,0.0,176.0,176.0,176.0,0.48,0.23,0.34,0.0,0.0,0.0,0.0,175.0,175.0,175.0,1
1293399,2000,X,Yes,None,176,0,175,0.0,0.0,176.0,176.0,176.0,0.46,0.21,0.3,0.0,0.0,0.0,0.0,175.0,175.0,175.0,1
1295404,2000,x,Yes,None,176,1,175,0.14,0.02,175.98,176.0,176.0,70.5,4969.87,14.62,0.0,0.0,0.0,0.0,175.0,175.0,175.0,1
1296169,765,K,Yes,None,175,1,175,0.31,0.1,175.89,176.0,176.0,70.47,4966.47,14.74,0.0,0.0,0.0,0.0,175.0,175.0,175.0,1
1298154,749,P,Yes,None,180,358,179,2.98,8.86,177.33,176.0,176.0,147.71,21818.39,78.55,1.0,1.0,1.5,2.25,175.57,175.0,175.0,1
1300521,1100,I,Yes,None,184,348,188,5.72,32.78,181.91,183.0,182.0,168.33,28334.61,230.58,1.0,351.0,4.25,18.06,178.32,175.0,178.0,1
1303436,2000,x,Yes,None,181,356,184,4.16,17.33,183.71,183.0,183.0,114.61,13135.81,311.53,356.0,354.0,4.39,19.24,180.95,183.0,183.0,1
1303923,486,P,Yes,None,181,356,184,4.24,17.98,183.5,181.0,182.0,115.08,13244.28,312.28,356.0,356.0,4.2,17.67,180.75,184.0,183.0,1
1306340,900,W,Yes,None,182,356,184,0.97,0.94,181.71,182.0,182.0,94.57,8943.54,329.12,356.0,356.0,2.13,4.54,183.04,184.0,184.0,1
1308601,1160,S,Yes,None,182,356,184,0.31,0.1,181.89,182.0,182.0,0.06,0.0,356.0,356.0,356.0,0.0,0.0,184.0,184.0,184.0,1
1311453,2000,X,Yes,None,182,356,184,0.0,0.0,182.0,182.0,182.0,0.39,0.15,355.81,356.0,356.0,0.0,0.0,184.0,184.0,184.0,1
1312119,665,B,Yes,None,182,356,184,0.0,0.0,182.0,182.0,182.0,0.39,0.15,355.81,356.0,356.0,0.0,0.0,184.0,184.0,184.0,1
1314365,910,V,Yes,None,182,356,184,0.0,0.0,182.0,182.0,182.0,0.44,0.2,355.73,356.0,356.0,0.0,0.0,184.0,184.0,184.0,1
1316606,1141,J,Yes,None,182,359,183,0.0,0.0,182.0,182.0,182.0,1.32,1.74,356.66,356.0,356.0,0.42,0.18,183.77,184.0,184.0,1
1318068,598,B,Yes,None,183,359,183,0.41,0.17,182.21,182.0,182.0,1.48,2.2,357.59,359.0,359.0,0.5,0.25,183.48,183.0,183.0,1
1320936,897,F,Yes,None,186,358,172,1.97,3.86,184.13,186.0,185.0,94.37,8906.21,313.78,359.0,359.0,5.16,26.65,177.17,183.0,173.0,1
1322572,522,E,Yes,None,186,358,173,1.87,3.5,184.74,186.0,186.0,94.36,8902.93,313.54,358.0,358.0,4.65,21.6,175.42,172.0,173.0,1
1324667,611,C,Yes,None,187,3,178,1.68,2.81,185.38,186.0,186.0,101.46,10294.83,308.09,358.0,358.0,2.55,6.48,173.37,173.0,173.0,1
1327382,1310,A,Yes,None,190,356,188,3.75,14.05,183.7,186.0,186.0,156.3,24430.91,255.89,358.0,357.0,5.02,25.18,177.73,173.0,177.0,1
1328522,449,D,Yes,None,191,358,186,4.87,23.72,184.83,186.0,186.0,156.13,24377.51,255.62,359.0,356.0,5.41,29.26,180.86,173.0,181.0,1
1330457,373,K,Yes,None,177,358,176,6.05,36.6,183.98,191.0,184.0,133.65,17863.64,293.82,357.0,356.0,4.41,19.44,182.32,187.0,182.5,1
1334092,2000,X,Yes,None,184,1,175,5.84,34.08,180.18,183.0,182.0,167.18,27949.13,238.19,1.0,355.0,3.57,12.72,179.56,183.0,180.0,1
1335008,916,Z,Yes,None,179,0,181,5.86,34.34,181.58,183.0,183.0,164.76,27145.35,243.88,359.0,353.0,3.66,13.43,180.08,183.0,182.0,1
1336760,651,V,Yes,None,181,25,179,4.45,19.77,182.42,188.0,183.0,171.47,29402.23,221.9,1.0,351.0,3.01,9.04,180.43,178.0,181.0,1
1338460,350,a,Yes,None,181,351,174,4.01,16.09,180.04,181.0,180.0,165.71,27459.9,223.1,353.0,350.0,3.33,11.06,177.41,178.0,178.0,1
1340678,549,V,Yes,None,180,342,176,2.54,6.44,180.33,182.0,181.0,136.21,18553.0,276.85,346.0,348.0,2.21,4.9,175.27,173.0,175.0,1
1342905,766,N,Yes,None,187,358,177,2.97,8.82,182.29,182.0,182.0,35.21,1240.02,345.11,346.0,348.0,1.26,1.6,174.73,175.0,175.0,1
1344628,483,I,Yes,None,185,359,180,3.42,11.73,184.15,187.0,186.0,69.34,4808.11,337.76,358.0,357.0,2.0,3.99,176.66,175.0,176.0,1
1346622,476,X,No,Commission,180,0,181,3.6,12.97,183.89,187.0,186.0,174.18,30339.88,219.15,358.0,357.0,2.33,5.44,178.67,181.0,180.0,0
1348488,326,D,Yes,None,168,352,176,5.21,27.15,179.48,180.0,179.0,167.81,28161.45,128.55,2.0,6.0,2.11,4.46,179.25,181.0,180.0,1
1350445,272,H,Yes,None,181,354,176,4.66,21.75,175.14,180.0,176.0,173.41,30072.25,176.97,1.0,30.0,2.62,6.87,177.64,181.0,177.0,1
1352525,346,x,No,Commission,183,351,177,6.27,39.32,177.02,184.0,180.0,101.43,10288.92,319.47,351.0,351.0,1.09,1.19,176.11,177.0,176.0,0
1354655,461,J,Yes,None,183,351,176,2.19,4.82,182.34,183.0,183.0,1.69,2.87,351.84,351.0,351.0,0.66,0.43,176.21,176.0,176.0,1
1356778,583,x,No,Commission,183,351,176,0.49,0.24,183.4,183.0,183.0,0.0,0.0,351.0,351.0,351.0,0.36,0.13,176.15,176.0,176.0,0
1358595,389,T,Yes,None,183,351,175,0.45,0.2,183.28,183.0,183.0,0.0,0.0,351.0,351.0,351.0,0.37,0.13,175.84,176.0,176.0,1
1360680,469,V,Yes,None,183,351,175,0.33,0.11,183.13,183.0,183.0,0.0,0.0,351.0,351.0,351.0,0.5,0.25,175.53,176.0,176.0,1
1363036,810,R,Yes,None,184,351,175,0.4,0.16,183.19,183.0,183.0,0.0,0.0,351.0,351.0,351.0,0.35,0.12,175.14,175.0,175.0,1
1364540,313,Z,Yes,None,184,351,175,0.48,0.23,183.36,183.0,183.0,0.0,0.0,351.0,351.0,351.0,0.21,0.04,175.05,175.0,175.0,1
1366679,440,H,Yes,None,184,351,175,0.41,0.17,183.79,184.0,184.0,0.0,0.0,351.0,351.0,351.0,0.19,0.04,175.04,175.0,175.0,1
1368698,454,A,Yes,None,184,351,175,0.29,0.08,183.91,184.0,184.0,0.0,0.0,351.0,351.0,351.0,0.0,0.0,175.0,175.0,175.0,1
1371376,1127,K,Yes,None,184,351,175,0.27,0.07,183.92,184.0,184.0,0.0,0.0,351.0,351.0,351.0,0.0,0.0,175.0,175.0,175.0,1
1373431,1182,b,Yes,None,184,351,175,0.28,0.08,183.92,184.0,184.0,0.0,0.0,351.0,351.0,351.0,0.0,0.0,175.0,175.0,175.0,1
1375079,813,V,Yes,None,184,351,175,0.21,0.04,183.95,184.0,184.0,0.0,0.0,351.0,351.0,351.0,0.0,0.0,175.0,175.0,175.0,1
1377028,751,A,Yes,None,185,351,175,0.77,0.6,184.33,184.0,184.0,0.1,0.01,350.99,351.0,351.0,0.08,0.01,175.01,175.0,175.0,1
1378834,552,P,Yes,None,185,351,175,0.74,0.54,184.71,184.0,185.0,0.1,0.01,350.99,351.0,351.0,0.32,0.1,174.9,175.0,175.0,1
1382303,2000,X,Yes,None,185,351,175,0.0,0.0,185.0,185.0,185.0,0.0,0.0,351.0,351.0,351.0,0.48,0.23,174.63,175.0,175.0,1
1384304,2000,x,Yes,None,185,351,174,0.0,0.0,185.0,185.0,185.0,0.0,0.0,351.0,351.0,351.0,0.41,0.17,174.79,175.0,175.0,1
1385171,866,J,Yes,None,185,351,175,0.0,0.0,185.0,185.0,185.0,0.0,0.0,351.0,351.0,351.0,0.38,0.15,174.82,175.0,175.0,1
1387771,1449,P,Yes,None,185,351,175,0.0,0.0,185.0,185.0,185.0,0.0,0.0,351.0,351.0,351.0,0.15,0.02,174.98,175.0,175.0,1
1389060,727,Z,Yes,None,185,351,175,0.0,0.0,185.0,185.0,185.0,0.0,0.0,351.0,351.0,351.0,0.15,0.02,174.98,175.0,175.0,1
1392351,2000,x,Yes,None,185,351,175,0.0,0.0,185.0,185.0,185.0,0.0,0.0,351.0,351.0,351.0,0.21,0.04,174.95,175.0,175.0,1
1394361,2000,X,Yes,None,185,351,175,0.0,0.0,185.0,185.0,185.0,0.0,0.0,351.0,351.0,351.0,0.21,0.04,174.95,175.0,175.0,1
1395614,1252,R,Yes,None,185,351,174,0.0,0.0,185.0,185.0,185.0,0.0,0.0,351.0,351.0,351.0,0.33,0.11,174.88,175.0,175.0,1
1398367,2000,X,Yes,None,186,351,175,0.58,0.34,185.52,185.0,185.0,0.16,0.03,350.97,351.0,351.0,0.45,0.21,174.71,175.0,175.0,1
1398900,532,T,Yes,None,186,351,174,0.57,0.32,185.63,186.0,186.0,0.26,0.07,350.93,351.0,351.0,0.47,0.22,174.66,175.0,175.0,1
1400803,433,A,Yes,None,186,351,175,0.31,0.1,185.99,186.0,186.0,0.28,0.08,350.91,351.0,351.0,0.63,0.39,174.9,175.0,175.0,1
1403003,623,M,Yes,None,186,351,175,0.15,0.02,185.98,186.0,186.0,0.24,0.06,350.94,351.0,351.0,0.5,0.25,175.05,175.0,175.0,1
1406387,2000,X,Yes,None,186,351,175,0.0,0.0,186.0,186.0,186.0,0.0,0.0,351.0,351.0,351.0,0.0,0.0,175.0,175.0,175.0,1
1408403,2000,x,Yes,None,186,351,175,0.0,0.0,186.0,186.0,186.0,0.0,0.0,351.0,351.0,351.0,0.0,0.0,175.0,175.0,175.0,1
1408965,562,J,Yes,None,186,351,175,0.0,0.0,186.0,186.0,186.0,0.0,0.0,351.0,351.0,351.0,0.0,0.0,175.0,175.0,175.0,1
1411703,1289,A,Yes,None,186,351,175,0.0,0.0,186.0,186.0,186.0,0.0,0.0,351.0,351.0,351.0,0.0,0.0,175.0,175.0,175.0,1
1414420,2000,M,No,Omission,228,9,180,18.97,359.97,204.6,186.0,195.0,172.56,29776.85,181.84,351.0,351.0,2.17,4.71,176.65,175.0,175.0,0
1416421,2000,Q,No,Omission,181,359,172,20.46,418.78,210.81,227.0,223.0,162.2,26309.49,129.46,7.0,8.0,3.58,12.83,176.63,180.0,177.0,0
1416871,450,C,Yes,None,188,7,176,20.68,427.48,210.64,227.0,223.0,149.95,22484.37,99.48,7.0,7.0,3.69,13.59,176.5,180.0,177.0,1
1420433,2000,x,Yes,None,182,4,175,5.34,28.56,180.24,182.0,180.0,166.84,27835.55,147.88,359.0,23.5,2.02,4.08,174.16,175.0,174.0,1
1420933,499,D,Yes,None,181,2,174,4.88,23.8,180.18,182.0,181.0,159.44,25420.72,114.88,3.0,10.5,1.72,2.97,174.53,175.0,175.0,1
1422915,465,R,Yes,None,183,0,177,4.21,17.71,181.26,182.0,182.0,171.4,29379.16,167.53,3.0,31.0,1.65,2.71,174.74,175.0,175.0,1
1425419,950,K,Yes,None,182,5,175,1.81,3.28,184.05,182.0,184.0,165.86,27509.28,127.92,5.0,8.0,1.56,2.44,175.39,175.0,175.0,1
1427120,640,T,Yes,None,182,4,174,1.41,1.99,183.8,183.0,183.0,127.19,16176.07,60.02,4.0,5.0,0.98,0.95,175.77,175.0,175.0,1
1430488,2000,X,Yes,None,184,2,174,0.74,0.54,183.03,183.0,183.0,1.04,1.07,2.52,3.0,3.0,0.47,0.22,174.32,174.0,174.0,1
1431435,947,G,Yes,None,184,2,174,0.8,0.64,183.25,184.0,183.0,0.92,0.85,2.18,2.0,2.0,0.34,0.12,174.13,174.0,174.0,1
1434498,2000,X,Yes,None,185,1,174,0.48,0.23,184.35,184.0,184.0,0.44,0.2,1.27,1.0,1.0,0.15,0.02,174.02,174.0,174.0,1
1435288,789,A,Yes,None,185,1,174,0.5,0.25,184.5,185.0,185.0,0.44,0.2,1.27,1.0,1.0,0.3,0.09,174.1,174.0,174.0,1
1437338,834,K,Yes,None,185,1,174,0.29,0.08,184.91,185.0,185.0,0.0,0.0,1.0,1.0,1.0,0.43,0.18,174.24,174.0,174.0,1
1440506,2000,x,Yes,None,185,1,174,0.0,0.0,185.0,185.0,185.0,0.0,0.0,1.0,1.0,1.0,0.5,0.25,174.56,175.0,175.0,1
1441106,600,B,Yes,None,185,1,174,0.0,0.0,185.0,185.0,185.0,0.0,0.0,1.0,1.0,1.0,0.5,0.25,174.48,174.0,174.0,1
1443223,705,x,No,Commission,185,1,175,0.0,0.0,185.0,185.0,185.0,0.0,0.0,1.0,1.0,1.0,0.49,0.24,174.6,175.0,175.0,0
1446165,1630,M,Yes,None,187,2,173,1.05,1.1,184.91,185.0,185.0,8.25,68.06,7.29,1.0,1.0,0.82,0.67,174.94,175.0,175.0,1
1448546,2000,J,No,Omission,191,326,164,2.49,6.19,186.85,190.0,187.0,163.79,26828.33,162.22,23.0,23.0,4.4,19.38,171.67,176.0,174.0,0
1450551,2000,A,No,Omission,188,1,187,1.55,2.4,189.14,189.0,189.0,156.01,24340.36,235.7,327.0,329.0,5.06,25.59,169.98,165.0,170.0,0
1450968,416,U,Yes,None,188,356,184,1.39,1.94,189.29,189.0,189.0,143.62,20626.93,263.44,327.0,333.0,6.8,46.22,170.97,165.0,170.0,1
1452917,365,J,Yes,None,190,356,177,1.11,1.22,189.65,190.0,190.0,129.26,16708.81,288.57,356.0,351.0,7.17,51.48,174.29,177.0,177.0,1
1454919,351,Z,Yes,None,190,355,176,0.79,0.62,189.47,190.0,190.0,118.03,13931.43,309.4,355.0,355.0,3.59,12.91,178.1,177.0,177.0,1
1456969,382,V,Yes,None,191,355,176,0.21,0.04,190.05,190.0,190.0,0.43,0.19,355.11,355.0,355.0,0.46,0.21,176.29,176.0,176.0,1
1459085,487,L,Yes,None,191,355,176,0.44,0.19,190.26,190.0,190.0,0.0,0.0,355.0,355.0,355.0,0.0,0.0,176.0,176.0,176.0,1
1461048,445,O,Yes,None,191,355,176,0.48,0.23,190.65,191.0,191.0,0.0,0.0,355.0,355.0,355.0,0.0,0.0,176.0,176.0,176.0,1
1462983,378,N,Yes,None,191,355,176,0.34,0.11,190.87,191.0,191.0,0.0,0.0,355.0,355.0,355.0,0.08,0.01,176.01,176.0,176.0,1
1465040,432,D,Yes,None,191,355,176,0.0,0.0,191.0,191.0,191.0,0.0,0.0,355.0,355.0,355.0,0.08,0.01,176.01,176.0,176.0,1
1467307,689,S,Yes,None,191,355,176,0.0,0.0,191.0,191.0,191.0,0.0,0.0,355.0,355.0,355.0,0.14,0.02,176.02,176.0,176.0,1
1469169,545,Z,Yes,None,191,355,176,0.0,0.0,191.0,191.0,191.0,0.0,0.0,355.0,355.0,355.0,0.32,0.1,176.11,176.0,176.0,1
1471253,628,b,Yes,None,191,355,176,0.0,0.0,191.0,191.0,191.0,0.0,0.0,355.0,355.0,355.0,0.3,0.09,176.1,176.0,176.0,1
1473502,871,C,Yes,None,191,355,176,0.0,0.0,191.0,191.0,191.0,0.14,0.02,355.02,355.0,355.0,0.0,0.0,176.0,176.0,176.0,1
1475165,529,Z,Yes,None,191,356,176,0.0,0.0,191.0,191.0,191.0,0.28,0.08,355.08,355.0,355.0,0.0,0.0,176.0,176.0,176.0,1
1478641,2000,x,Yes,None,191,356,176,0.0,0.0,191.0,191.0,191.0,0.43,0.19,355.75,356.0,356.0,0.0,0.0,176.0,176.0,176.0,1
1479141,500,B,Yes,None,191,356,176,0.0,0.0,191.0,191.0,191.0,0.36,0.13,355.85,356.0,356.0,0.0,0.0,176.0,176.0,176.0,1
